2	-9.628585	11.005136	12.865946	6.552928	6.997875
4	4.995830	-12.022787	-10.528271	-15.505973	4.663474
1	-0.074682	-1.994198	7.121310	-2.269454	-5.381606
5	26.912298	10.246425	21.635969	-6.029351	-3.743121
0	-2.011685	4.038447	3.598056	-2.177946	-3.247217
2	-12.703828	16.147255	14.594419	8.122187	6.344531
0	3.741452	7.761563	6.946936	2.885514	1.580507
4	-0.704124	-15.914362	-9.063785	-9.789839	2.391529
3	0.646456	-6.172773	-7.160179	-10.279278	9.450950
4	3.713278	-12.759654	-6.286104	-9.819374	6.157494
0	-2.693086	2.217565	6.006614	6.222369	-4.004902
0	-2.135952	1.794523	5.653928	2.247318	0.482639
1	2.372336	-11.030558	9.103221	0.559617	1.148824
6	1.342332	-21.845103	3.383434	-13.182409	2.182901
1	6.288659	-7.063353	6.049614	-3.198251	-6.889194
5	23.688718	12.047519	17.684477	-8.918784	-1.801009
0	3.631111	3.465974	0.930596	6.779504	-1.877438
4	13.549717	-15.181893	-4.640252	-8.541668	6.296934
6	3.808318	-7.509951	-5.175154	-14.026070	-0.854161
5	21.886995	14.854753	27.084070	-10.133839	-1.269862
1	5.546015	-8.891587	10.296366	-0.253416	-5.921955
1	5.527848	-8.178482	8.464226	-4.489176	-4.791099
1	8.038680	-4.447443	11.358662	-5.170490	-2.375322
3	1.235202	-3.996618	-15.357178	-9.578401	7.843446
2	-5.126658	10.438115	15.784489	8.354510	3.412598
1	9.191333	-8.954778	5.482426	-1.665792	-6.983618
6	-2.596754	-22.125881	5.371332	-15.339367	3.464498
4	-1.224822	-11.333642	-9.297442	-12.132086	7.058882
0	1.377941	0.817155	0.483984	0.820892	-5.210810
1	7.688577	-6.166785	9.896543	-2.408832	-6.650447
5	17.149597	17.199975	22.579220	-15.510106	-4.177061
2	-4.196911	16.948710	12.525951	6.790959	3.387594
1	5.237364	-10.479901	9.107492	-9.332618	-6.637271
0	-5.797558	-0.109951	7.882417	6.464381	-2.742539
4	-7.822963	-16.693968	-9.266953	-13.531267	8.548473
3	-0.327927	-9.893195	-9.588039	-12.472518	7.763887
1	3.256238	-3.093899	8.819074	-8.461782	-6.823240
1	2.281648	-6.185040	8.815764	-6.499619	-3.403340
2	-7.883776	15.128004	13.320761	3.876739	11.028844
1	5.928127	-4.959035	8.685830	-5.584797	-1.431766
4	11.271826	-19.705714	-8.990090	-12.178449	9.955275
1	5.643744	-8.780945	10.841377	-1.483987	-7.831613
6	2.749266	-16.896228	-0.785028	-14.637608	0.448518
1	4.223581	-5.859536	8.419203	-1.305258	-12.786929
2	-4.996546	12.495088	19.501005	1.338927	1.391638
1	5.304979	-8.695613	9.979710	-3.393819	-6.836511
4	3.290269	-16.716388	-10.068778	-16.203856	6.474826
0	1.784872	1.040274	6.558324	-2.224438	-2.845685
2	-11.282766	14.861518	11.717877	9.163636	9.142621
5	20.272054	18.425550	20.148524	-6.796320	-0.595873
5	16.751262	14.441513	22.229031	-8.437739	-7.429104
6	1.813757	-19.693203	2.616247	-19.449872	-0.172120
5	28.056016	13.305805	19.169237	-10.798321	-7.530922
6	4.673737	-11.322958	0.414494	-17.632226	1.964497
3	-1.438359	-6.298365	-5.691525	-12.052874	2.610773
3	-7.597729	-9.991286	-7.962260	-4.941010	9.436288
0	2.157364	3.307037	0.912780	2.853802	-1.863179
3	1.259162	-13.530175	-10.838506	-2.934293	8.223144
0	1.487214	5.599152	5.853421	2.609926	-4.205426
3	5.740809	-11.191237	-9.643130	-7.607133	8.959205
0	0.003340	7.294821	0.062812	-3.736574	-5.963558
6	9.914103	-13.211659	3.916751	-16.107262	1.269434
3	0.562582	-6.482274	-9.840614	-11.886302	5.384927
6	-3.887901	-19.476978	-0.736002	-19.455170	3.049790
3	-5.442305	-4.820858	-7.014738	-8.644326	6.604377
6	1.190272	-18.052585	1.604134	-13.349060	4.589243
2	-13.169532	15.085345	16.548888	4.281266	6.932734
5	23.597443	13.526788	18.091030	-5.719778	-0.752268
5	26.443672	10.849359	21.184124	-8.043633	-8.535388
4	1.231607	-19.593299	-4.121513	-13.380202	6.968982
3	1.824229	-9.620629	-13.236721	-12.991395	8.860940
2	-5.094084	16.845665	15.016035	10.084399	6.258604
4	6.376471	-16.383941	-3.844422	-11.091278	8.889558
2	-5.288275	13.934240	18.054005	4.958913	7.704344
4	0.350319	-17.112264	-5.541911	-13.020936	4.136054
2	-7.303003	14.325416	14.304510	7.975564	9.495836
0	-1.613376	-1.121100	10.801336	8.615673	-6.123101
1	5.826709	-9.742358	2.397698	-1.468251	1.510983
6	-4.199561	-16.977393	-1.854115	-12.028714	4.440917
6	2.980449	-15.609416	5.101470	-22.091490	0.835675
0	-1.507326	5.449698	6.024991	0.071793	-2.683908
2	-1.252727	11.461420	14.230343	6.275733	11.600210
5	14.232853	13.451710	26.374364	-13.888663	-8.179682
3	5.564126	-12.197190	-6.822490	-10.318847	5.284615
0	0.095836	1.013652	6.227461	7.490981	3.112451
