4	2.694146	-1.660721
4	-4.530249	-0.753770
6	4.122548	4.320505
2	-16.909415	9.222060
3	-1.148495	8.092804
5	9.093212	5.122079
4	16.029283	3.080982
6	0.205675	-11.508663
3	-3.857873	2.132906
5	8.294542	4.674856
4	-3.987960	6.775793
1	13.876146	-6.037239
6	1.430531	-2.677929
2	-10.909033	10.266425
3	-2.634778	7.579613
5	15.172842	-1.697019
5	-1.119023	-5.172481
5	15.890040	-3.842088
6	-12.173118	5.838528
1	6.463702	-9.030711
5	0.910854	2.852479
6	-0.875139	-6.991653
4	10.925543	1.608334
4	4.586330	-3.883979
0	21.490210	2.563491
1	9.496916	-6.657304
5	0.269558	2.940709
2	-16.936404	9.546734
1	1.594199	-5.660403
1	-4.116172	-2.715356
0	10.366470	-0.000742
4	10.483647	0.095281
3	-12.052510	3.111653
4	6.676110	8.024414
6	1.744729	4.079444
2	-10.313928	-2.011113
0	17.903687	16.245545
6	-3.766194	-3.651003
1	-1.204590	2.499858
3	-10.160857	5.078577
3	-3.125133	6.150423
2	-19.280117	10.820901
3	0.957382	6.588379
3	-3.172669	5.274925
2	-15.022002	9.012075
4	2.646898	-6.077262
5	12.396386	5.734996
3	2.148487	2.764515
0	20.146558	8.050162
6	-11.336087	1.171360
5	10.650775	2.454266
6	0.057094	-7.580514
1	6.944139	-7.178889
3	-11.777169	-4.587392
4	1.768945	-6.210433
3	-8.078940	12.340357
0	11.179472	15.306919
3	-12.770333	15.033779
6	0.135320	4.316974
1	3.083300	1.994843
4	-3.702711	-3.010166
5	7.696382	3.121588
4	4.372160	10.086689
6	5.125195	-5.299278
5	-0.805704	-5.967080
2	-14.620703	6.706341
0	20.880493	-2.414413
5	13.136379	-4.657746
5	7.510866	-7.064200
1	4.607966	-6.250643
4	6.347815	-5.779881
1	-2.565394	4.674827
0	22.272359	14.900998
2	-2.942778	8.770154
2	-17.218592	10.443523
1	-1.975960	-2.593094
5	16.426399	-3.605779
5	12.316313	-5.890292
4	11.076614	4.063707
6	1.680109	-10.250631
6	7.173546	0.395661
4	9.216600	6.207551
1	2.006814	-4.749917
2	-18.858360	7.024967
4	1.172816	-4.304235
5	14.589044	-1.551570
1	3.051613	-10.333075
0	24.053467	20.310419
3	-11.192940	13.830652
1	4.045625	-7.354136
4	4.773787	4.868352
6	-5.399803	3.324745
0	15.631403	12.176179
6	7.349640	-0.837977
0	12.181799	6.864271
3	-1.766667	9.843475
3	-14.571747	-0.231847
4	6.942725	9.840831
5	16.209214	2.577566
5	11.586114	-1.471706
1	4.464286	-10.701603
3	-11.023307	3.991203
3	-12.206288	10.562246
6	11.750130	-7.241375
0	12.005321	6.895174
6	0.725422	1.473572
6	1.491223	-4.104058
6	0.115038	-4.278579
5	14.833723	1.466113
3	-0.517085	2.125439
6	-4.386851	-0.745081
1	11.006624	-5.808567
4	6.604004	1.361721
4	9.253101	5.734274
0	16.928188	12.178325
2	-11.790262	2.097072
5	7.233974	5.618769
6	-1.949069	2.614384
2	-10.370984	8.891872
4	3.120795	7.863554
3	-7.982245	0.555144
6	0.029681	-7.685895
5	10.286209	3.349411
0	14.778246	7.714166
4	11.568869	14.992338
4	8.832093	2.007929
5	6.717472	-9.630182
6	-6.587653	-9.386419
3	-2.638982	17.050660
2	-18.442205	6.652637
6	-5.211638	1.513021
3	-5.916303	1.347970
5	5.786167	-4.346491
0	21.122127	1.884264
1	2.591104	-5.203849
4	4.161319	3.013333
2	-10.511871	8.269010
0	22.092836	8.590641
1	5.179664	2.740828
3	-4.964435	-2.489932
0	23.527204	12.034545
5	15.256299	4.914979
3	6.455239	16.602304
4	6.530427	5.160137
2	-14.560654	6.127289
4	9.204461	0.064831
6	-1.850157	0.159374
1	0.556107	-2.532679
0	20.741640	6.419236
2	-23.162105	5.728375
5	12.461916	-2.427372
5	11.749714	-2.257900
3	-2.347429	10.203211
4	-1.565302	2.568990
6	1.419996	-5.329982
3	-6.301155	6.976705
2	-18.246076	2.177439
4	11.183499	7.359103
6	-6.110748	-3.236955
4	14.391089	4.921540
0	11.104436	7.327944
1	-3.286541	-9.938498
6	0.494840	-2.669331
2	-12.178861	-0.777930
4	6.542771	-7.185760
4	0.997705	3.649447
2	-15.635914	16.846765
3	-11.512527	9.185137
6	1.508956	-1.403994
6	1.555570	-4.095449
5	7.063791	-5.392194
2	-14.904625	13.706590
2	-11.289907	7.323522
4	8.127087	7.004752
5	9.438462	-3.271339
1	12.580148	-15.211661
2	-13.403310	13.311410
3	4.479921	8.786121
6	2.967568	-5.929978
5	10.839127	5.401149
5	2.215595	0.313010
2	-20.724735	9.027828
2	-11.681605	11.803154
5	7.178054	-1.731159
0	13.680178	5.570750
1	9.352636	-11.629402
5	10.719210	-6.140617
6	12.651627	1.945074
6	4.552676	6.561121
5	10.518004	-5.674773
3	-13.448011	4.170909
4	-4.267564	7.513428
2	-18.155240	9.962667
6	-1.130881	-4.117559
3	-5.547909	13.256328
0	16.525353	11.159952
4	4.217483	-3.429824
6	-4.224522	-9.375079
1	7.642937	3.417079
0	12.780565	4.373653
1	8.833397	4.947751
2	-11.419532	7.243071
6	4.311905	2.183980
3	-5.652057	-1.304227
4	7.326787	4.801865
6	-2.212602	-0.948042
5	12.994956	-0.266877
6	2.524023	-1.227948
0	15.957997	6.668135
1	6.043292	-6.986018
5	9.307868	-3.070492
1	-0.319483	-10.412216
4	5.013266	-1.211456
2	-9.506938	3.126675
4	4.306055	2.377726
5	8.533278	-1.624158
2	-8.393728	3.609048
3	-12.429534	0.013716
6	3.894275	-3.446149
2	-16.574611	2.377260
2	-18.245393	2.161500
4	16.095811	3.960202
5	13.029934	-0.826904
6	-1.601138	-8.507411
4	1.303414	1.097892
1	0.999923	-9.053012
5	7.054606	-3.502127
5	18.313527	2.346679
0	22.203323	13.553292
4	10.897082	-0.694471
5	12.220221	9.926784
1	0.063839	-9.553842
6	2.242301	-1.195480
3	0.573795	8.651111
1	-5.252971	-2.432538
3	-11.266913	3.814851
0	13.712457	11.261474
3	-6.610208	8.060417
1	0.260840	-4.832130
5	7.847666	-2.358325
5	15.515344	-7.460661
3	-2.727734	11.857798
3	-3.690501	11.107769
2	-23.153689	4.913573
4	-0.305311	-1.365077
0	14.904353	5.118968
4	11.414158	6.506762
4	1.339283	-2.397615
2	-11.948354	-5.521502
3	-8.677115	8.783441
5	4.690624	-0.090788
3	-1.225276	9.744844
6	4.139940	-1.276854
0	12.906656	-2.829634
6	3.275387	-10.880573
5	11.621198	4.203965
0	13.564507	17.741392
3	-0.721523	5.401547
6	-0.453057	13.005243
6	0.769993	-0.497439
3	-6.116712	2.238359
6	-0.907348	5.658534
5	6.110283	8.748408
4	8.191040	-1.102703
5	13.480902	-5.147938
2	-23.683962	3.834873
0	15.551998	11.221457
2	-5.777701	14.661098
0	9.162076	2.621884
4	7.149218	7.662611
0	28.886950	10.974578
5	4.299160	-4.909061
0	10.699663	18.430238
2	-6.530993	4.127117
3	-7.815704	6.747853
4	10.555592	5.782206
3	-3.346522	7.359879
1	-0.770626	-2.522791
4	15.425998	0.541180
4	4.674022	-2.689372
3	-2.588122	16.077470
1	10.119062	-2.440666
3	-14.614400	0.884717
0	24.741745	-2.683597
3	-10.683171	2.640345
3	-3.713973	6.701756
5	5.469735	1.572977
0	18.170046	9.402453
3	1.674579	7.002799
5	5.640064	5.117690
1	1.820777	-0.341141
2	-22.019760	2.884724
2	-15.353567	12.559315
3	-14.304708	9.477569
6	-9.685282	-5.251361
0	8.485343	8.839529
5	12.999284	-0.185545
1	2.062191	-0.267624
4	8.771423	-2.173391
5	15.416843	-1.434649
1	9.167274	-2.333905
4	1.520176	7.713863
5	9.322919	-8.361883
1	-1.102048	-4.071481
2	-15.981711	9.124551
3	-6.339966	6.347609
4	4.844177	8.306932
6	-2.222725	11.123065
2	-18.309151	4.878500
2	-11.696778	3.823950
6	2.850355	-2.184218
5	13.085818	1.429260
1	12.077375	-18.350823
5	5.180972	-10.348704
3	-5.958135	6.629939
3	-4.154673	4.939092
6	-0.693435	3.347864
5	5.444776	-5.442729
1	5.400261	-11.341153
5	12.285516	-5.776573
2	-18.351532	6.988934
6	8.821650	-1.235491
1	2.791594	-5.916008
4	7.610684	-0.042944
1	-2.465300	-2.070358
6	-0.611749	-11.861398
3	-5.856656	7.173740
4	3.406518	-6.318841
2	-12.432098	4.042075
0	25.127596	15.398416
5	12.429819	-9.021106
0	8.231817	2.345790
5	11.449229	-9.597481
3	-4.834908	3.611423
0	12.197158	8.817183
5	22.170175	-3.014208
0	22.168878	7.927498
3	-0.271378	5.258355
3	-13.781566	5.996774
3	-5.765066	-0.442722
2	-17.280372	6.674027
6	1.536119	-4.467556
6	-5.514893	-1.431011
3	-3.311889	9.343179
0	13.444814	14.429002
6	2.810405	-1.006131
4	-4.814496	5.545383
2	-10.360369	10.888127
0	17.620176	3.655783
6	3.076144	-2.930121
4	5.680492	-4.304020
5	13.386941	-0.345210
1	4.250065	-0.208843
2	-13.503733	1.228358
1	-1.881725	-10.111651
2	-29.815428	7.701077
4	8.737598	6.032302
